recommendation_id,customer_id,product_id,recommendation_score,recommendation_type,created_date
REC01349,CUST1003,PRD152,0.793,Popular,2025-08-14
REC01350,CUST1003,PRD175,0.917,Popular,2025-08-30
REC01351,CUST1003,PRD345,0.714,Category,2025-08-25
REC01352,CUST1003,PRD024,0.576,Category,2025-08-26
REC01353,CUST1003,PRD390,0.726,Similar,2025-09-05
REC01354,CUST0211,PRD130,0.949,Similar,2025-09-03
REC01355,CUST0211,PRD175,0.768,Popular,2025-08-22
REC01356,CUST0211,PRD150,0.615,Popular,2025-08-17
REC01357,CUST0211,PRD455,0.796,Popular,2025-09-08
REC01358,CUST1212,PRD388,0.763,Seasonal,2025-08-25
REC01359,CUST1212,PRD179,0.711,Popular,2025-08-21
REC01360,CUST1212,PRD078,0.6,Popular,2025-08-31
REC01361,CUST1589,PRD482,0.746,Popular,2025-08-11
REC01362,CUST1589,PRD480,0.673,Popular,2025-09-02
REC01363,CUST1589,PRD400,0.649,Category,2025-09-07
REC01364,CUST0354,PRD141,0.518,Seasonal,2025-09-04
REC01365,CUST0354,PRD222,0.838,Category,2025-08-30
REC01366,CUST0354,PRD189,0.95,Similar,2025-08-29
REC01367,CUST0354,PRD250,0.812,Popular,2025-08-16
REC01368,CUST1920,PRD027,0.504,Seasonal,2025-08-21
REC01369,CUST1920,PRD379,0.771,Category,2025-09-02
REC01370,CUST1920,PRD393,0.717,Similar,2025-09-06
REC01371,CUST1920,PRD400,0.833,Popular,2025-08-18
REC01372,CUST1920,PRD039,0.697,Popular,2025-08-31
REC01373,CUST0686,PRD391,0.809,Seasonal,2025-09-09
REC01374,CUST0686,PRD214,0.95,Category,2025-08-19
REC01375,CUST0686,PRD184,0.975,Popular,2025-08-29
REC01376,CUST0686,PRD360,0.967,Category,2025-08-17
REC01377,CUST0686,PRD217,0.627,Category,2025-08-14
REC01378,CUST1654,PRD093,0.966,Category,2025-08-31
REC01379,CUST1654,PRD355,0.662,Similar,2025-08-12
REC01380,CUST1654,PRD283,0.53,Popular,2025-08-31
REC01381,CUST1654,PRD397,0.87,Popular,2025-08-17
REC01382,CUST1654,PRD359,0.916,Popular,2025-09-07
REC01383,CUST1280,PRD270,0.709,Popular,2025-08-28
REC01384,CUST1280,PRD103,0.569,Seasonal,2025-08-26
REC01385,CUST1280,PRD405,0.697,Category,2025-08-18
REC01386,CUST1280,PRD247,0.95,Category,2025-09-09
REC01387,CUST0566,PRD267,0.95,Similar,2025-09-01
REC01388,CUST0566,PRD285,0.663,Popular,2025-08-26
REC01389,CUST0566,PRD442,0.741,Popular,2025-08-26
REC01390,CUST0566,PRD280,0.634,Similar,2025-08-20
REC01391,CUST0566,PRD485,0.961,Similar,2025-08-18
REC01392,CUST0470,PRD149,0.652,Category,2025-08-15
REC01393,CUST0470,PRD105,0.983,Popular,2025-08-15
REC01394,CUST0470,PRD236,0.95,Seasonal,2025-09-04
REC01395,CUST0470,PRD017,0.862,Similar,2025-08-11
REC01396,CUST0012,PRD373,0.999,Seasonal,2025-09-09
REC01397,CUST0012,PRD316,0.72,Popular,2025-08-31
REC01398,CUST0012,PRD233,0.596,Similar,2025-09-05
REC01399,CUST0012,PRD238,0.95,Popular,2025-09-03
REC01400,CUST1332,PRD449,0.951,Similar,2025-08-26
REC01401,CUST1332,PRD308,0.797,Category,2025-08-23
REC01402,CUST1332,PRD181,0.749,Similar,2025-08-19
REC01403,CUST0265,PRD422,0.657,Popular,2025-08-13
REC01404,CUST0265,PRD347,0.607,Popular,2025-08-18
REC01405,CUST0265,PRD387,0.769,Similar,2025-08-16
REC01406,CUST0265,PRD249,0.95,Category,2025-09-02
REC01407,CUST0265,PRD053,0.916,Popular,2025-08-17
REC01408,CUST0669,PRD469,0.798,Similar,2025-08-29
REC01409,CUST0669,PRD022,0.781,Seasonal,2025-09-01
REC01410,CUST0669,PRD211,0.842,Seasonal,2025-08-28
REC01411,CUST0454,PRD282,0.566,Popular,2025-08-12
REC01412,CUST0454,PRD161,0.731,Seasonal,2025-08-17
REC01413,CUST0454,PRD116,0.656,Similar,2025-09-05
REC01414,CUST0454,PRD130,0.968,Similar,2025-09-04
REC01415,CUST0454,PRD394,0.821,Popular,2025-08-23
REC01416,CUST0959,PRD086,0.843,Category,2025-08-23
REC01417,CUST0959,PRD445,0.639,Popular,2025-09-03
REC01418,CUST0959,PRD373,0.635,Popular,2025-08-27
REC01419,CUST0959,PRD180,0.839,Similar,2025-08-11
REC01420,CUST0927,PRD209,0.722,Popular,2025-08-17
REC01421,CUST0927,PRD029,0.752,Seasonal,2025-08-29
REC01422,CUST0927,PRD217,0.747,Category,2025-08-22
REC01423,CUST0114,PRD300,0.582,Popular,2025-08-19
REC01424,CUST0114,PRD442,0.903,Similar,2025-08-26
REC01425,CUST0114,PRD245,0.822,Popular,2025-09-05
REC01426,CUST0651,PRD092,0.612,Similar,2025-08-12
REC01427,CUST0651,PRD476,0.735,Popular,2025-08-16
REC01428,CUST0651,PRD201,0.95,Popular,2025-08-13
REC01429,CUST0651,PRD370,0.98,Popular,2025-08-19
REC01430,CUST0651,PRD472,0.629,Seasonal,2025-08-23
REC01431,CUST0446,PRD451,0.835,Similar,2025-08-30
REC01432,CUST0446,PRD444,0.95,Popular,2025-09-04
REC01433,CUST0446,PRD001,0.513,Category,2025-08-19
REC01434,CUST1136,PRD036,0.566,Seasonal,2025-08-13
REC01435,CUST1136,PRD081,0.985,Seasonal,2025-09-06
REC01436,CUST1136,PRD255,0.95,Popular,2025-08-30
REC01437,CUST1136,PRD473,0.599,Seasonal,2025-08-12
REC01438,CUST1635,PRD297,0.791,Similar,2025-08-29
REC01439,CUST1635,PRD461,0.759,Popular,2025-09-06
REC01440,CUST1635,PRD001,0.704,Popular,2025-08-16
REC01441,CUST1635,PRD397,0.519,Popular,2025-08-16
REC01442,CUST1635,PRD078,0.637,Similar,2025-08-18
REC01443,CUST1559,PRD492,0.607,Category,2025-08-15
REC01444,CUST1559,PRD190,0.702,Popular,2025-09-06
REC01445,CUST1559,PRD403,0.888,Seasonal,2025-08-13
REC01446,CUST1559,PRD287,0.621,Popular,2025-08-11
REC01447,CUST1559,PRD275,0.523,Popular,2025-08-16
REC01448,CUST0543,PRD430,0.8,Similar,2025-08-24
REC01449,CUST0543,PRD149,0.592,Popular,2025-09-06
REC01450,CUST0543,PRD340,0.521,Popular,2025-08-31
REC01451,CUST0543,PRD419,0.925,Popular,2025-08-20
REC01452,CUST0543,PRD307,0.92,Category,2025-08-16
REC01453,CUST1718,PRD449,0.966,Seasonal,2025-09-03
REC01454,CUST1718,PRD267,0.95,Category,2025-08-18
REC01455,CUST1718,PRD350,0.841,Category,2025-09-01
REC01456,CUST1782,PRD202,0.95,Category,2025-09-02
REC01457,CUST1782,PRD385,0.511,Category,2025-08-23
REC01458,CUST1782,PRD131,0.854,Similar,2025-08-17
REC01459,CUST0864,PRD038,0.576,Popular,2025-08-18
REC01460,CUST0864,PRD482,0.566,Seasonal,2025-08-13
REC01461,CUST0864,PRD322,0.973,Popular,2025-09-07
REC01462,CUST0864,PRD052,0.859,Similar,2025-09-01
REC01463,CUST0864,PRD301,0.713,Popular,2025-08-16
REC01464,CUST1923,PRD422,0.952,Popular,2025-09-06
REC01465,CUST1923,PRD391,0.615,Popular,2025-08-20
REC01466,CUST1923,PRD398,0.66,Similar,2025-08-26
REC01467,CUST1923,PRD058,0.999,Popular,2025-08-30
REC01468,CUST0344,PRD139,0.672,Similar,2025-08-20
REC01469,CUST0344,PRD247,0.913,Similar,2025-09-03
REC01470,CUST0344,PRD051,0.936,Similar,2025-08-26
REC01471,CUST0889,PRD050,0.855,Seasonal,2025-09-09
REC01472,CUST0889,PRD107,0.95,Similar,2025-09-08
REC01473,CUST0889,PRD490,0.601,Category,2025-09-09
REC01474,CUST1171,PRD329,0.768,Category,2025-09-09
REC01475,CUST1171,PRD015,0.529,Similar,2025-08-27
REC01476,CUST1171,PRD460,0.749,Category,2025-09-05
REC01477,CUST1171,PRD330,0.756,Category,2025-08-29
REC01478,CUST1107,PRD185,0.847,Seasonal,2025-08-16
REC01479,CUST1107,PRD116,0.516,Similar,2025-08-12
REC01480,CUST1107,PRD387,0.963,Popular,2025-08-28
REC01481,CUST1107,PRD255,0.95,Category,2025-08-12
REC01482,CUST0647,PRD211,0.547,Popular,2025-09-03
REC01483,CUST0647,PRD205,0.855,Similar,2025-09-06
REC01484,CUST0647,PRD457,0.764,Category,2025-08-30
REC01485,CUST0076,PRD480,0.573,Seasonal,2025-09-05
REC01486,CUST0076,PRD241,0.95,Similar,2025-08-27
REC01487,CUST0076,PRD150,0.93,Similar,2025-08-21
REC01488,CUST0076,PRD307,0.676,Popular,2025-08-14
REC01489,CUST1439,PRD440,0.757,Category,2025-09-06
REC01490,CUST1439,PRD269,0.95,Popular,2025-08-13
REC01491,CUST1439,PRD247,0.752,Similar,2025-08-19
REC01492,CUST1439,PRD077,0.74,Popular,2025-09-01
REC01493,CUST0282,PRD150,0.525,Similar,2025-08-16
REC01494,CUST0282,PRD370,0.912,Similar,2025-08-22
REC01495,CUST0282,PRD214,0.856,Similar,2025-08-24
REC01496,CUST0282,PRD068,0.809,Category,2025-08-26
REC01497,CUST0282,PRD246,0.95,Popular,2025-08-13
REC01498,CUST1825,PRD121,0.814,Similar,2025-09-09
REC01499,CUST1825,PRD092,0.589,Similar,2025-08-16
REC01500,CUST1825,PRD269,0.95,Popular,2025-08-19
REC01501,CUST1825,PRD386,0.576,Similar,2025-08-12
REC01502,CUST0131,PRD307,0.546,Similar,2025-08-17
REC01503,CUST0131,PRD106,0.95,Similar,2025-08-14
REC01504,CUST0131,PRD297,0.835,Similar,2025-09-03
REC01505,CUST0131,PRD001,0.995,Popular,2025-08-28
REC01506,CUST1790,PRD194,0.901,Similar,2025-09-02
REC01507,CUST1790,PRD371,0.742,Popular,2025-09-04
REC01508,CUST1790,PRD186,0.624,Similar,2025-08-31
REC01509,CUST1790,PRD481,0.6,Category,2025-09-05
REC01510,CUST1790,PRD363,0.79,Popular,2025-08-12
REC01511,CUST1866,PRD279,0.507,Popular,2025-08-28
REC01512,CUST1866,PRD160,0.765,Similar,2025-09-08
REC01513,CUST1866,PRD156,0.743,Category,2025-09-09
REC01514,CUST1288,PRD372,0.737,Popular,2025-08-11
REC01515,CUST1288,PRD448,0.538,Popular,2025-09-08
REC01516,CUST1288,PRD127,0.871,Popular,2025-08-20
REC01517,CUST1539,PRD296,0.738,Popular,2025-08-17
REC01518,CUST1539,PRD434,0.651,Similar,2025-09-05
REC01519,CUST1539,PRD087,0.856,Category,2025-08-20
REC01520,CUST1539,PRD443,0.892,Similar,2025-09-07
REC01521,CUST1539,PRD144,0.984,Category,2025-09-09
REC01522,CUST0634,PRD418,0.95,Category,2025-09-07
REC01523,CUST0634,PRD347,0.578,Similar,2025-08-17
REC01524,CUST0634,PRD310,0.502,Popular,2025-08-31
REC01525,CUST0634,PRD015,0.862,Similar,2025-08-26
REC01526,CUST1022,PRD366,0.818,Popular,2025-09-03
REC01527,CUST1022,PRD171,0.504,Category,2025-08-13
REC01528,CUST1022,PRD105,0.615,Popular,2025-08-21
REC01529,CUST1022,PRD292,0.759,Popular,2025-09-07
REC01530,CUST1022,PRD276,0.643,Popular,2025-08-31
REC01531,CUST0019,PRD459,0.706,Similar,2025-08-28
REC01532,CUST0019,PRD408,0.84,Similar,2025-08-13
REC01533,CUST0019,PRD306,0.82,Category,2025-08-31
REC01534,CUST0019,PRD221,0.835,Popular,2025-08-18
REC01535,CUST1697,PRD284,0.808,Similar,2025-08-30
REC01536,CUST1697,PRD280,0.807,Category,2025-08-14
REC01537,CUST1697,PRD390,0.64,Similar,2025-08-21
REC01538,CUST1697,PRD260,0.526,Category,2025-08-31
REC01539,CUST1513,PRD216,0.763,Popular,2025-08-17
REC01540,CUST1513,PRD014,0.51,Seasonal,2025-08-11
REC01541,CUST1513,PRD313,0.711,Category,2025-08-17
REC01542,CUST1513,PRD470,0.619,Popular,2025-08-23
REC01543,CUST1649,PRD274,0.542,Similar,2025-08-23
REC01544,CUST1649,PRD407,0.849,Popular,2025-08-24
REC01545,CUST1649,PRD065,0.921,Popular,2025-09-08
REC01546,CUST1649,PRD081,0.644,Popular,2025-09-02
REC01547,CUST1649,PRD059,0.657,Popular,2025-09-02
REC01548,CUST0916,PRD146,0.969,Category,2025-09-04
REC01549,CUST0916,PRD264,0.937,Popular,2025-08-26
REC01550,CUST0916,PRD037,0.895,Popular,2025-08-29
REC01551,CUST0916,PRD205,0.939,Similar,2025-08-29
REC01552,CUST0916,PRD146,0.75,Popular,2025-09-03
REC01553,CUST0339,PRD180,0.98,Seasonal,2025-08-22
REC01554,CUST0339,PRD138,0.525,Popular,2025-09-09
REC01555,CUST0339,PRD021,0.87,Popular,2025-09-01
REC01556,CUST0339,PRD178,0.56,Seasonal,2025-08-22
REC01557,CUST1395,PRD362,0.581,Category,2025-08-11
REC01558,CUST1395,PRD455,0.514,Category,2025-09-04
REC01559,CUST1395,PRD386,0.939,Popular,2025-08-31
REC01560,CUST1395,PRD174,0.838,Popular,2025-09-01
REC01561,CUST1395,PRD302,0.972,Similar,2025-09-04
REC01562,CUST1803,PRD044,0.94,Popular,2025-08-22
REC01563,CUST1803,PRD099,0.959,Seasonal,2025-08-15
REC01564,CUST1803,PRD203,0.95,Category,2025-09-04
REC01565,CUST1803,PRD130,0.516,Seasonal,2025-09-05
REC01566,CUST1001,PRD346,0.859,Category,2025-08-26
REC01567,CUST1001,PRD352,0.681,Category,2025-08-11
REC01568,CUST1001,PRD202,0.95,Popular,2025-08-24
REC01569,CUST1001,PRD222,0.95,Seasonal,2025-08-30
REC01570,CUST1001,PRD285,0.738,Popular,2025-09-08
REC01571,CUST0703,PRD277,0.775,Similar,2025-09-09
REC01572,CUST0703,PRD234,0.665,Popular,2025-08-29
REC01573,CUST0703,PRD361,0.814,Similar,2025-08-27
REC01574,CUST0703,PRD276,0.809,Popular,2025-09-07
REC01575,CUST1199,PRD010,0.976,Popular,2025-09-09
REC01576,CUST1199,PRD006,0.826,Popular,2025-08-24
REC01577,CUST1199,PRD221,0.95,Popular,2025-09-02
REC01578,CUST1773,PRD046,0.866,Similar,2025-09-07
REC01579,CUST1773,PRD327,0.867,Category,2025-09-01
REC01580,CUST1773,PRD263,0.694,Category,2025-08-29
REC01581,CUST1867,PRD099,0.869,Popular,2025-08-30
REC01582,CUST1867,PRD019,0.552,Category,2025-09-05
REC01583,CUST1867,PRD480,0.729,Popular,2025-08-19
REC01584,CUST0791,PRD331,0.931,Category,2025-08-15
REC01585,CUST0791,PRD033,0.513,Similar,2025-08-25
REC01586,CUST0791,PRD123,0.781,Popular,2025-09-01
REC01587,CUST0791,PRD468,0.529,Popular,2025-08-14
REC01588,CUST0791,PRD216,0.95,Popular,2025-08-12
REC01589,CUST0475,PRD080,0.95,Popular,2025-08-16
REC01590,CUST0475,PRD011,0.611,Similar,2025-08-16
REC01591,CUST0475,PRD404,0.756,Similar,2025-09-09
REC01592,CUST1133,PRD207,0.95,Category,2025-08-28
REC01593,CUST1133,PRD086,0.74,Popular,2025-09-07
REC01594,CUST1133,PRD442,0.821,Popular,2025-08-23
REC01595,CUST1133,PRD336,0.917,Category,2025-09-03
REC01596,CUST1133,PRD027,0.708,Similar,2025-08-18
REC01597,CUST0188,PRD015,0.525,Seasonal,2025-08-14
REC01598,CUST0188,PRD022,0.574,Popular,2025-09-03
REC01599,CUST0188,PRD296,0.553,Category,2025-08-15
REC01600,CUST0188,PRD301,0.518,Similar,2025-08-16
REC01601,CUST0724,PRD461,0.84,Similar,2025-08-24
REC01602,CUST0724,PRD164,0.655,Popular,2025-08-17
REC01603,CUST0724,PRD228,0.822,Popular,2025-08-25
REC01604,CUST0015,PRD358,0.857,Popular,2025-08-23
REC01605,CUST0015,PRD447,0.527,Similar,2025-09-05
REC01606,CUST0015,PRD076,0.751,Popular,2025-09-02
REC01607,CUST0015,PRD270,0.95,Popular,2025-08-23
REC01608,CUST0489,PRD139,0.876,Popular,2025-08-18
REC01609,CUST0489,PRD147,0.796,Popular,2025-08-11
REC01610,CUST0489,PRD305,0.634,Similar,2025-09-04
REC01611,CUST0580,PRD158,0.967,Category,2025-08-21
REC01612,CUST0580,PRD206,0.796,Category,2025-09-05
REC01613,CUST0580,PRD291,0.787,Category,2025-09-03
REC01614,CUST0580,PRD011,0.913,Category,2025-08-30
REC01615,CUST1681,PRD193,0.748,Similar,2025-08-22
REC01616,CUST1681,PRD454,0.735,Similar,2025-08-12
REC01617,CUST1681,PRD041,0.982,Popular,2025-08-18
REC01618,CUST1875,PRD216,0.737,Similar,2025-08-26
REC01619,CUST1875,PRD019,0.723,Similar,2025-09-07
REC01620,CUST1875,PRD135,0.95,Similar,2025-08-25
REC01621,CUST1875,PRD039,0.795,Popular,2025-08-15
REC01622,CUST1038,PRD240,0.798,Similar,2025-08-13
REC01623,CUST1038,PRD028,0.635,Category,2025-08-18
REC01624,CUST1038,PRD491,0.968,Seasonal,2025-09-06
REC01625,CUST1038,PRD107,0.755,Category,2025-08-30
REC01626,CUST1325,PRD031,0.517,Popular,2025-08-18
REC01627,CUST1325,PRD309,0.656,Seasonal,2025-08-17
REC01628,CUST1325,PRD344,0.764,Similar,2025-08-15
REC01629,CUST1325,PRD192,0.573,Similar,2025-08-16
REC01630,CUST1325,PRD255,0.781,Seasonal,2025-08-11
REC01631,CUST0093,PRD340,0.954,Category,2025-08-24
REC01632,CUST0093,PRD211,0.888,Similar,2025-08-25
REC01633,CUST0093,PRD226,0.95,Seasonal,2025-08-23
REC01634,CUST0704,PRD135,0.889,Popular,2025-08-30
REC01635,CUST0704,PRD232,0.95,Similar,2025-08-16
REC01636,CUST0704,PRD424,0.53,Similar,2025-08-21
REC01637,CUST0704,PRD424,0.671,Similar,2025-08-22
REC01638,CUST0704,PRD211,0.912,Popular,2025-09-08
REC01639,CUST1163,PRD281,0.865,Similar,2025-08-13
REC01640,CUST1163,PRD201,0.95,Seasonal,2025-08-29
REC01641,CUST1163,PRD476,0.939,Similar,2025-09-01
REC01642,CUST0923,PRD480,0.759,Similar,2025-09-02
REC01643,CUST0923,PRD221,0.95,Similar,2025-08-18
REC01644,CUST0923,PRD144,0.874,Popular,2025-08-19
REC01645,CUST0923,PRD166,0.993,Popular,2025-09-03
REC01646,CUST0923,PRD432,0.709,Seasonal,2025-09-03
REC01647,CUST0690,PRD399,0.616,Similar,2025-08-21
REC01648,CUST0690,PRD333,0.731,Similar,2025-08-30
REC01649,CUST0690,PRD004,0.977,Category,2025-08-31
REC01650,CUST0690,PRD079,0.533,Seasonal,2025-09-09
REC01651,CUST0690,PRD372,0.771,Similar,2025-08-11
REC01652,CUST1452,PRD221,0.95,Popular,2025-08-30
REC01653,CUST1452,PRD222,0.95,Similar,2025-08-14
REC01654,CUST1452,PRD223,0.786,Similar,2025-08-29
REC01655,CUST1452,PRD111,0.968,Popular,2025-08-15
REC01656,CUST0814,PRD457,0.669,Similar,2025-09-01
REC01657,CUST0814,PRD480,0.842,Popular,2025-09-07
REC01658,CUST0814,PRD321,0.983,Category,2025-09-02
REC01659,CUST0814,PRD100,0.648,Similar,2025-08-16
REC01660,CUST0814,PRD185,0.921,Popular,2025-08-23
REC01661,CUST0422,PRD306,0.678,Similar,2025-08-18
REC01662,CUST0422,PRD029,0.646,Similar,2025-09-04
REC01663,CUST0422,PRD346,0.961,Category,2025-09-06
REC01664,CUST0422,PRD198,0.883,Category,2025-08-11
REC01665,CUST0422,PRD120,0.59,Popular,2025-08-21
REC01666,CUST0490,PRD316,0.794,Similar,2025-08-23
REC01667,CUST0490,PRD289,0.749,Seasonal,2025-08-21
REC01668,CUST0490,PRD014,0.515,Seasonal,2025-09-07
REC01669,CUST0490,PRD318,0.512,Category,2025-09-01
REC01670,CUST0490,PRD457,0.762,Seasonal,2025-08-26
REC01671,CUST1840,PRD164,0.932,Seasonal,2025-09-07
REC01672,CUST1840,PRD024,0.841,Popular,2025-08-26
REC01673,CUST1840,PRD270,0.902,Similar,2025-09-04
REC01674,CUST1840,PRD157,0.629,Seasonal,2025-08-16
REC01675,CUST0292,PRD392,0.768,Popular,2025-08-22
REC01676,CUST0292,PRD146,0.831,Seasonal,2025-08-11
REC01677,CUST0292,PRD118,0.577,Popular,2025-08-30
REC01678,CUST1985,PRD338,0.693,Popular,2025-08-21
REC01679,CUST1985,PRD090,0.95,Popular,2025-08-27
REC01680,CUST1985,PRD128,0.754,Popular,2025-09-02
REC01681,CUST1985,PRD106,0.95,Seasonal,2025-08-19
REC01682,CUST1985,PRD456,0.533,Category,2025-08-16
REC01683,CUST0551,PRD188,0.785,Popular,2025-09-01
REC01684,CUST0551,PRD362,0.929,Similar,2025-08-22
REC01685,CUST0551,PRD336,0.584,Popular,2025-08-16
REC01686,CUST1805,PRD283,0.688,Similar,2025-08-31
REC01687,CUST1805,PRD158,0.885,Category,2025-08-19
REC01688,CUST1805,PRD426,0.828,Seasonal,2025-09-04
REC01689,CUST1805,PRD129,0.733,Seasonal,2025-08-21
REC01690,CUST1805,PRD080,0.949,Similar,2025-08-29
REC01691,CUST0443,PRD338,0.949,Popular,2025-09-02
REC01692,CUST0443,PRD086,0.813,Similar,2025-08-24
REC01693,CUST0443,PRD066,0.804,Popular,2025-09-02
REC01694,CUST0443,PRD178,0.515,Seasonal,2025-08-25
REC01695,CUST0443,PRD093,0.898,Popular,2025-09-09
REC01696,CUST0301,PRD277,0.765,Category,2025-08-12
REC01697,CUST0301,PRD156,0.913,Popular,2025-08-23
REC01698,CUST0301,PRD228,0.95,Similar,2025-08-18
REC01699,CUST1118,PRD026,0.879,Similar,2025-09-09
REC01700,CUST1118,PRD074,0.799,Seasonal,2025-09-04
REC01701,CUST1118,PRD273,0.82,Similar,2025-09-06
REC01702,CUST1118,PRD466,0.793,Seasonal,2025-08-21
REC01703,CUST1118,PRD055,0.917,Similar,2025-09-05
REC01704,CUST1643,PRD278,0.539,Category,2025-09-05
REC01705,CUST1643,PRD127,0.972,Popular,2025-09-06
REC01706,CUST1643,PRD021,0.994,Popular,2025-08-18
REC01707,CUST1643,PRD211,0.958,Seasonal,2025-09-02
REC01708,CUST1643,PRD049,0.624,Popular,2025-08-20
REC01709,CUST1114,PRD292,0.858,Category,2025-09-01
REC01710,CUST1114,PRD127,0.976,Similar,2025-08-17
REC01711,CUST1114,PRD413,0.903,Seasonal,2025-08-11
REC01712,CUST1114,PRD039,0.837,Popular,2025-09-03
REC01713,CUST1114,PRD187,0.79,Category,2025-08-21
REC01714,CUST0193,PRD357,0.987,Similar,2025-09-06
REC01715,CUST0193,PRD458,0.767,Similar,2025-08-20
REC01716,CUST0193,PRD484,0.884,Seasonal,2025-08-15
REC01717,CUST0193,PRD033,0.544,Category,2025-08-31
REC01718,CUST0193,PRD445,0.938,Category,2025-08-24
REC01719,CUST1624,PRD068,0.926,Popular,2025-09-04
REC01720,CUST1624,PRD035,0.583,Similar,2025-09-04
REC01721,CUST1624,PRD440,0.947,Popular,2025-09-01
REC01722,CUST1624,PRD464,0.569,Category,2025-09-05
REC01723,CUST1624,PRD245,0.95,Similar,2025-08-21
REC01724,CUST0471,PRD442,0.912,Category,2025-08-25
REC01725,CUST0471,PRD057,0.731,Similar,2025-08-24
REC01726,CUST0471,PRD339,0.839,Category,2025-09-07
REC01727,CUST1376,PRD345,0.537,Popular,2025-09-09
REC01728,CUST1376,PRD438,0.745,Popular,2025-09-04
REC01729,CUST1376,PRD339,0.508,Seasonal,2025-08-31
REC01730,CUST1690,PRD324,0.773,Similar,2025-09-07
REC01731,CUST1690,PRD409,0.545,Seasonal,2025-09-03
REC01732,CUST1690,PRD162,0.761,Seasonal,2025-09-08
REC01733,CUST1690,PRD414,0.843,Category,2025-09-06
REC01734,CUST1690,PRD074,0.95,Category,2025-08-14
REC01735,CUST1387,PRD241,0.95,Similar,2025-09-02
REC01736,CUST1387,PRD066,0.931,Similar,2025-09-06
REC01737,CUST1387,PRD302,0.979,Popular,2025-08-20
REC01738,CUST1387,PRD084,0.639,Popular,2025-08-15
REC01739,CUST1249,PRD149,0.823,Category,2025-09-03
REC01740,CUST1249,PRD156,0.984,Popular,2025-09-03
REC01741,CUST1249,PRD452,0.709,Popular,2025-08-22
REC01742,CUST1249,PRD284,0.778,Popular,2025-09-09
REC01743,CUST0982,PRD360,0.774,Popular,2025-09-04
REC01744,CUST0982,PRD064,0.744,Popular,2025-09-08
REC01745,CUST0982,PRD025,0.903,Category,2025-08-18
REC01746,CUST0982,PRD124,0.725,Category,2025-08-13
REC01747,CUST0017,PRD360,0.827,Popular,2025-09-08
REC01748,CUST0017,PRD025,0.538,Similar,2025-08-27
REC01749,CUST0017,PRD246,0.878,Similar,2025-08-20
REC01750,CUST0017,PRD001,0.872,Popular,2025-08-18
REC01751,CUST0017,PRD353,0.991,Popular,2025-09-08
REC01752,CUST0041,PRD462,0.581,Category,2025-08-23
REC01753,CUST0041,PRD263,0.65,Category,2025-09-01
REC01754,CUST0041,PRD289,0.697,Category,2025-09-05
REC01755,CUST0857,PRD310,0.832,Popular,2025-08-11
REC01756,CUST0857,PRD101,0.863,Seasonal,2025-09-07
REC01757,CUST0857,PRD162,0.909,Popular,2025-08-12
REC01758,CUST0505,PRD138,0.681,Seasonal,2025-08-21
REC01759,CUST0505,PRD086,0.926,Popular,2025-09-06
REC01760,CUST0505,PRD329,0.571,Similar,2025-08-25
REC01761,CUST0505,PRD331,0.549,Similar,2025-09-05
REC01762,CUST1113,PRD134,0.872,Popular,2025-08-15
REC01763,CUST1113,PRD422,0.536,Category,2025-09-01
REC01764,CUST1113,PRD066,0.596,Similar,2025-09-08
REC01765,CUST1113,PRD267,0.859,Popular,2025-09-01
REC01766,CUST0571,PRD353,0.556,Similar,2025-09-04
REC01767,CUST0571,PRD274,0.63,Popular,2025-09-06
REC01768,CUST0571,PRD221,0.95,Popular,2025-09-05
REC01769,CUST0571,PRD218,0.941,Seasonal,2025-08-25
REC01770,CUST0363,PRD310,0.921,Similar,2025-09-05
REC01771,CUST0363,PRD398,0.996,Popular,2025-08-26
REC01772,CUST0363,PRD116,0.839,Category,2025-08-11
REC01773,CUST0363,PRD088,0.741,Popular,2025-08-26
REC01774,CUST0363,PRD045,0.767,Similar,2025-09-09
REC01775,CUST1948,PRD296,0.935,Similar,2025-08-17
REC01776,CUST1948,PRD094,0.647,Category,2025-08-13
REC01777,CUST1948,PRD323,0.562,Category,2025-08-27
REC01778,CUST1948,PRD084,0.844,Popular,2025-08-15
REC01779,CUST0523,PRD403,0.714,Popular,2025-08-26
REC01780,CUST0523,PRD052,0.932,Category,2025-09-03
REC01781,CUST0523,PRD147,0.789,Popular,2025-08-31
REC01782,CUST0224,PRD185,0.825,Similar,2025-08-31
REC01783,CUST0224,PRD324,0.528,Similar,2025-08-29
REC01784,CUST0224,PRD487,0.732,Popular,2025-09-03
REC01785,CUST0224,PRD073,0.92,Similar,2025-08-25
REC01786,CUST0224,PRD112,0.775,Seasonal,2025-08-31
REC01787,CUST1035,PRD194,0.573,Category,2025-08-23
REC01788,CUST1035,PRD162,0.569,Popular,2025-09-08
REC01789,CUST1035,PRD278,0.632,Similar,2025-08-15
REC01790,CUST0608,PRD061,0.947,Similar,2025-08-31
REC01791,CUST0608,PRD049,0.87,Popular,2025-09-08
REC01792,CUST0608,PRD219,0.535,Popular,2025-08-22
REC01793,CUST0608,PRD209,0.95,Popular,2025-08-11
REC01794,CUST0608,PRD447,0.75,Similar,2025-09-08
REC01795,CUST1040,PRD230,0.767,Seasonal,2025-08-13
REC01796,CUST1040,PRD165,0.941,Similar,2025-09-07
REC01797,CUST1040,PRD192,0.688,Similar,2025-08-28
